ID,T,tau,time,N_total,N_bulk,N_surface,Volume,R_min,R_max,R_diff,R_avg,R_std,R_skew,R_kurt,S_100,S_111,S_110,S_311,Curve_1-10,Curve_11-20,Curve_21-30,Curve_31-40,Curve_41-50,Curve_51-60,Curve_61-70,Curve_71-80,Curve_81-90,Curve_91-100,Curve_101-110,Curve_111-120,Curve_121-130,Curve_131-140,Curve_141-150,Curve_151-160,Curve_161-170,Curve_171-180,Avg_total,Avg_bulk,Avg_surf,TCN_0,TCN_1,TCN_2,TCN_3,TCN_4,TCN_5,TCN_6,TCN_7,TCN_8,TCN_9,TCN_10,TCN_11,TCN_12,TCN_13,TCN_14,TCN_15,TCN_16,TCN_17,TCN_18,TCN_19,TCN_20,BCN_0,BCN_1,BCN_2,BCN_3,BCN_4,BCN_5,BCN_6,BCN_7,BCN_8,BCN_9,BCN_10,BCN_11,BCN_12,BCN_13,BCN_14,BCN_15,BCN_16,BCN_17,BCN_18,BCN_19,BCN_20,SCN_0,SCN_1,SCN_2,SCN_3,SCN_4,SCN_5,SCN_6,SCN_7,SCN_8,SCN_9,SCN_10,SCN_11,SCN_12,SCN_13,SCN_14,SCN_15,SCN_16,SCN_17,SCN_18,SCN_19,SCN_20,Avg_bonds,Std_bonds,Max_bonds,Min_bonds,N_bonds,angle_avg,angle_std,FCC,HCP,ICOS,DECA,q6q6_avg_total,q6q6_avg_bulk,q6q6_avg_surf,q6q6_T0,q6q6_T1,q6q6_T2,q6q6_T3,q6q6_T4,q6q6_T5,q6q6_T6,q6q6_T7,q6q6_T8,q6q6_T9,q6q6_T10,q6q6_T11,q6q6_T12,q6q6_T13,q6q6_T14,q6q6_T15,q6q6_T16,q6q6_T17,q6q6_T18,q6q6_T19,q6q6_T20,q6q6_T20+,q6q6_B0,q6q6_B1,q6q6_B2,q6q6_B3,q6q6_B4,q6q6_B5,q6q6_B6,q6q6_B7,q6q6_B8,q6q6_B9,q6q6_B10,q6q6_B11,q6q6_B12,q6q6_B13,q6q6_B14,q6q6_B15,q6q6_B16,q6q6_B17,q6q6_B18,q6q6_B19,q6q6_B20,q6q6_B20+,q6q6_S0,q6q6_S1,q6q6_S2,q6q6_S3,q6q6_S4,q6q6_S5,q6q6_S6,q6q6_S7,q6q6_S8,q6q6_S9,q6q6_S10,q6q6_S11,q6q6_S12,q6q6_S13,q6q6_S14,q6q6_S15,q6q6_S16,q6q6_S17,q6q6_S18,q6q6_S19,q6q6_S20,q6q6_S20+,Total_E,Formation_E
3496,923,0,10,1514,962,552,2.56E-26,14.5675,20.3904,5.8229,17.2879,1.1788,0.1817,-0.5262,0,128,56,5,214,134,135,64,3,1,1,0,0,0,0,0,0,0,0,0,0,0,10.8058,12.184,8.404,0,0,0,0,0,4,38,85,142,197,68,93,648,218,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,77,644,217,20,1,0,0,0,0,0,0,0,0,0,0,4,38,85,142,197,65,16,4,1,0,0,0,0,0,0,0,2.93369,0.24971,3.59927,2.05,8180,95.6187,34.55146756,149,61,0,4,7.5614,9.7297,3.7826,154,81,54,67,60,72,75,76,114,100,92,141,371,57,0,0,0,0,0,0,0,0,25,18,12,21,16,32,27,33,71,54,84,141,371,57,0,0,0,0,0,0,0,0,129,63,42,46,44,40,48,43,43,46,8,0,0,0,0,0,0,0,0,0,0,0,-5299.4515,620.2885
3497,923,0,10,1523,964,559,2.58E-26,14.9462,19.6679,4.7217,17.3438,0.8656,0.0463,-0.1552,2,5,43,4,50,175,226,85,18,2,3,0,0,0,0,0,0,0,0,0,0,0,10.6172,12.001,8.2308,0,0,0,0,1,18,73,83,144,127,120,259,422,220,51,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,46,230,410,218,51,5,0,0,0,0,0,0,0,0,0,1,18,73,83,144,123,74,29,12,2,0,0,0,0,0,0,0,2.94939,0.28959,3.59997,2.17863,8085,95.3533,34.01477148,0,0,0,0,0.5082,0.5467,0.4419,1006,357,97,44,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614,241,69,27,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,116,28,17,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5242.8098,712.1202
3498,923,0,10,1524,963,561,2.58E-26,14.3626,21.0635,6.7009,17.3193,0.9699,0.0422,0.0031,2,12,36,3,63,235,179,69,11,2,2,0,0,0,0,0,0,0,0,0,0,0,10.584,11.9086,8.3102,0,0,0,0,3,11,57,101,131,153,147,263,384,222,49,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,77,230,372,221,49,2,1,0,0,0,0,0,0,0,0,3,11,57,101,131,142,70,33,12,1,0,0,0,0,0,0,0,2.94178,0.28421,3.59967,2.20318,8065,95.1862,34.13980858,0,0,0,0,0.479,0.5296,0.3922,1017,356,99,36,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,233,69,27,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,123,30,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5252.763,706.077
3499,923,0,10,1529,969,560,2.59E-26,13.9631,20.4681,6.505,17.3482,1.1581,-0.2756,-0.2053,1,14,51,16,71,199,202,66,13,5,4,0,0,0,0,0,0,0,0,0,0,0,10.6187,11.9288,8.3518,0,0,0,0,2,6,61,102,135,137,142,265,416,208,51,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,69,228,402,207,51,4,0,0,0,0,0,0,0,0,0,2,6,61,102,135,129,73,37,14,1,0,0,0,0,0,0,0,2.94266,0.28779,3.59989,2.0094,8118,95.2193,34.07973309,0,1,0,0,0.5284,0.5521,0.4875,994,359,118,34,15,5,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,613,243,78,16,12,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,381,116,40,18,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5269.1559,709.2341
3500,923,0,10,1535,964,571,2.60E-26,14.4143,20.1687,5.7544,17.403,0.9278,-0.0905,0.0857,1,15,51,3,67,235,180,72,10,5,2,0,0,0,0,0,0,0,0,0,0,0,10.5472,11.8548,8.3398,0,0,0,0,0,11,47,115,134,156,159,266,406,194,43,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,84,237,393,194,43,4,0,0,0,0,0,0,0,0,0,0,11,47,115,134,147,75,29,13,0,0,0,0,0,0,0,0,2.94858,0.28709,3.5998,2.08732,8095,95.2962,34.10992034,0,0,0,0,0.559,0.6089,0.4746,983,366,119,35,19,7,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,594,236,89,23,12,6,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,389,130,30,12,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5273.4767,728.3733
3501,923,0,10,1542,967,575,2.61E-26,14.2778,20.5772,6.2994,17.4298,1.0792,0.048,-0.1176,0,13,41,4,51,230,191,75,22,4,2,0,0,0,0,0,0,0,0,0,0,0,10.5473,11.8625,8.3357,0,0,0,0,2,6,70,78,156,147,172,269,381,218,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,83,239,373,218,41,2,0,0,0,0,0,0,0,0,0,2,6,70,78,155,137,89,30,8,0,0,0,0,0,0,0,0,2.94634,0.28916,3.59971,2.14,8132,95.2597,34.07083879,0,0,0,0,0.6148,0.6525,0.5513,957,365,138,49,19,6,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,578,245,92,28,13,5,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,379,120,46,21,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5302.2154,727.0046
3502,923,0,10,1543,973,570,2.61E-26,13.8207,22.1717,8.3509,17.5044,1.9544,-0.0047,-1.0532,1,153,38,6,225,159,128,47,8,2,1,0,0,0,0,0,0,0,0,0,0,0,10.8101,12.1932,8.4491,0,0,0,0,2,6,32,82,139,209,90,83,656,221,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,70,653,221,20,3,0,0,0,0,0,0,0,0,0,2,6,32,82,139,209,84,13,3,0,0,0,0,0,0,0,0,2.92883,0.24798,3.59947,2.17417,8340,95.7133,34.43381046,156,58,0,4,7.7797,9.9435,4.086,133,91,51,59,67,67,72,88,108,111,79,149,396,69,3,0,0,0,0,0,0,0,17,21,11,14,22,26,28,39,62,55,61,149,396,69,3,0,0,0,0,0,0,0,116,70,40,45,45,41,44,49,46,56,18,0,0,0,0,0,0,0,0,0,0,0,-5407.9448,625.1852
3503,923,0,10,1547,976,571,2.62E-26,14.3287,19.8329,5.5042,17.4646,1.0323,-0.2614,-0.2795,0,10,49,2,66,200,208,79,9,7,2,0,0,0,0,0,0,0,0,0,0,0,10.4874,11.8166,8.2154,0,0,0,0,2,15,50,121,157,123,136,312,409,179,41,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,63,280,399,178,41,2,0,0,0,0,0,0,0,0,0,2,15,50,121,157,110,73,32,10,1,0,0,0,0,0,0,0,2.94257,0.28523,3.59932,2.1974,8112,95.259,34.0722133,0,0,0,0,0.4499,0.4467,0.4553,1053,366,74,40,10,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655,242,51,21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,124,23,19,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5319.62,729.15
3504,923,0,10,1549,981,568,2.62E-26,15.0935,21.4542,6.3607,17.3993,1.2804,0.3187,-0.7052,0,187,69,5,238,137,132,51,9,1,0,0,0,0,0,0,0,0,0,0,0,0,10.8664,12.2018,8.5599,0,0,0,0,0,7,32,65,125,239,80,80,673,229,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,63,667,229,19,0,0,0,0,0,0,0,0,0,0,0,7,32,65,125,239,77,17,6,0,0,0,0,0,0,0,0,2.93033,0.24812,3.59974,2.19892,8416,95.6964,34.4823901,168,53,0,2,8.3899,10.4852,4.7711,91,49,49,52,64,56,78,96,123,129,103,154,420,82,3,0,0,0,0,0,0,0,12,4,7,8,12,8,26,36,61,60,89,154,419,82,3,0,0,0,0,0,0,0,79,45,42,44,52,48,52,60,62,69,14,0,1,0,0,0,0,0,0,0,0,0,-5438.7021,617.8879
3505,923,0,10,1550,987,563,2.62E-26,14.5624,20.1399,5.5775,17.3745,0.8949,-0.1249,-0.0937,0,107,53,3,163,194,150,46,8,1,1,0,0,0,0,0,0,0,0,0,0,0,10.8477,12.2036,8.4707,0,0,0,0,2,7,40,78,135,185,96,124,595,257,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,98,592,256,30,1,0,0,0,0,0,0,0,0,0,2,7,40,78,135,185,86,26,3,1,0,0,0,0,0,0,0,2.93817,0.25955,3.59996,2.20615,8407,95.5605,34.44993962,94,38,0,1,7.0826,9.2655,3.2558,175,97,61,89,68,62,88,100,97,113,105,157,284,52,2,0,0,0,0,0,0,0,28,11,17,33,26,32,34,66,70,78,97,157,284,52,2,0,0,0,0,0,0,0,147,86,44,56,42,30,54,34,27,35,8,0,0,0,0,0,0,0,0,0,0,0,-5414.8637,645.6363
3506,923,0,10,1551,985,566,2.63E-26,14.3013,20.9958,6.6945,17.4883,1.0275,0.1011,0.0673,0,11,42,2,59,227,188,78,9,2,3,0,0,0,0,0,0,0,0,0,0,0,10.6202,11.9127,8.371,0,0,0,0,1,7,50,101,151,155,134,265,410,234,39,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,68,237,392,233,39,4,0,0,0,0,0,0,0,0,0,1,7,50,101,151,143,66,28,18,1,0,0,0,0,0,0,0,2.95075,0.28654,3.59975,2.16078,8236,95.2886,34.02011038,0,0,0,0,0.6396,0.7269,0.4876,998,326,129,52,19,11,7,5,0,0,2,1,0,1,0,0,0,0,0,0,0,0,605,224,78,39,15,10,5,5,0,0,2,1,0,1,0,0,0,0,0,0,0,0,393,102,51,13,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5347.1022,717.3078
3507,923,0,10,1561,985,576,2.64E-26,12.638,21.4963,8.8583,17.4547,1.5697,-0.6622,0.2256,3,131,54,6,185,154,172,54,8,2,1,0,0,0,0,0,0,0,0,0,0,0,10.7713,12.1543,8.4062,0,0,0,0,2,9,40,89,143,189,91,114,618,251,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,92,610,251,15,0,0,0,0,0,0,0,0,0,0,2,9,40,89,143,186,77,22,8,0,0,0,0,0,0,0,0,2.93317,0.2534,3.5992,2.16541,8407,95.7196,34.34630949,109,53,0,5,6.9315,8.8619,3.6302,175,97,92,54,68,74,99,113,118,110,118,134,255,54,0,0,0,0,0,0,0,0,39,25,29,21,26,40,45,58,76,71,112,134,255,54,0,0,0,0,0,0,0,0,136,72,63,33,42,34,54,55,42,39,6,0,0,0,0,0,0,0,0,0,0,0,-5455.8204,647.6896
3508,923,0,10,1579,1004,575,2.67E-26,14.3996,20.4444,6.0448,17.5387,1.2595,0.0462,-0.9547,0,132,42,9,194,155,147,65,12,2,0,0,0,0,0,0,0,0,0,0,0,0,10.822,12.1873,8.4383,0,0,0,0,1,8,37,94,133,194,87,114,636,254,20,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,88,630,254,20,0,1,0,0,0,0,0,0,0,0,1,8,37,94,133,194,76,26,6,0,0,0,0,0,0,0,0,2.93596,0.25845,3.59989,2.09759,8544,95.5709,34.40665594,109,42,0,3,6.5256,8.5568,2.9791,207,120,102,75,80,76,91,90,87,111,104,132,262,40,2,0,0,0,0,0,0,0,44,27,41,31,37,40,50,60,61,81,96,132,262,40,2,0,0,0,0,0,0,0,163,93,61,44,43,36,41,30,26,30,8,0,0,0,0,0,0,0,0,0,0,0,-5519.8347,654.0553
3509,923,0,10,1583,999,584,2.68E-26,14.6387,19.7387,5.1,17.5341,0.9168,-0.1595,0.0059,0,9,46,9,58,217,205,89,11,4,0,0,0,0,0,0,0,0,0,0,0,0,10.5976,11.9149,8.3442,0,0,0,0,1,16,67,89,140,141,156,291,400,235,44,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,69,251,390,233,44,2,1,0,0,0,0,0,0,0,0,1,16,67,89,140,132,87,40,10,2,0,0,0,0,0,0,0,2.94148,0.2844,3.59991,2.10183,8388,95.2419,34.09431015,0,0,0,0,0.5332,0.5926,0.4315,1014,387,123,39,10,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606,267,81,29,8,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,120,42,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5450.423,739.107
3510,923,0,10,1584,999,585,2.68E-26,14.7413,20.4606,5.7194,17.5761,1.0263,-0.0309,-0.2652,0,18,46,7,61,220,197,86,15,5,1,0,0,0,0,0,0,0,0,0,0,0,10.5808,11.9059,8.3179,0,0,0,0,3,12,60,98,141,157,136,292,418,227,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,66,252,409,226,38,2,0,0,0,0,0,0,0,0,0,3,12,60,98,141,151,70,40,9,1,0,0,0,0,0,0,0,2.94478,0.28734,3.5996,2.20806,8380,95.3142,34.04628435,0,1,0,0,0.4583,0.4605,0.4547,1087,341,110,31,9,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,674,229,71,16,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413,112,39,15,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-5449.2954,744.1446
3511,923,0,10,1598,997,601,2.71E-26,13.7337,22.6949,8.9612,17.8733,2.439,0.0812,-1.3412,0,222,64,1,267,162,117,44,7,3,1,0,0,0,0,0,0,0,0,0,0,0,10.8661,12.2407,8.5857,0,0,0,0,2,2,28,73,129,259,94,78,647,264,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,60,646,264,20,2,0,0,0,0,0,0,0,0,0,2,2,28,73,129,259,89,18,1,0,0,0,0,0,0,0,0,2.93362,0.25288,3.59998,2.20432,8682,95.6758,34.45866936,148,44,0,3,7.8961,9.8004,4.7371,111,87,43,63,69,77,83,101,117,147,102,134,395,69,0,0,0,0,0,0,0,0,27,18,15,16,26,26,24,37,52,69,89,134,395,69,0,0,0,0,0,0,0,0,84,69,28,47,43,51,59,64,65,78,13,0,0,0,0,0,0,0,0,0,0,0,-5593.0942,655.0858
3512,923,0,10,1603,1013,590,2.71E-26,14.506,20.6318,6.1257,17.6526,1.0402,0.1083,-0.0897,2,6,42,5,47,240,194,95,9,4,1,0,0,0,0,0,0,0,0,0,0,0,10.6026,11.9141,8.3508,0,0,0,0,1,8,60,101,165,130,142,317,411,204,57,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,67,273,400,204,56,6,1,0,0,0,0,0,0,0,0,1,8,60,101,165,124,75,44,11,0,1,0,0,0,0,0,0,2.94632,0.28538,3.59976,1.92882,8498,95.2301,34.1252246,0,0,0,0,0.4916,0.5212,0.4407,1067,362,123,33,10,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662,233,83,19,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,129,40,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5524.2798,743.4502
3513,923,0,10,1608,1019,589,2.72E-26,14.4381,20.7534,6.3153,17.6483,1.0384,-0.05,-0.1107,1,13,55,7,63,222,205,80,12,3,4,0,0,0,0,0,0,0,0,0,0,0,10.6244,11.945,8.3396,0,0,0,0,0,8,76,86,147,149,150,290,420,215,61,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,68,256,408,214,61,6,0,0,0,0,0,0,0,0,0,0,8,76,86,147,143,82,34,12,1,0,0,0,0,0,0,0,2.94442,0.28833,3.5999,1.95822,8542,95.3517,34.06876586,0,0,0,0,0.5137,0.5476,0.455,1073,354,114,37,20,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,220,76,27,17,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,134,38,10,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5538.2484,749.0316
3514,923,0,10,1633,1042,591,2.76E-26,15.0422,20.763,5.7208,17.779,0.9201,0.032,0.0235,0,13,61,7,52,232,207,81,11,3,4,1,0,0,0,0,0,0,0,0,0,0,10.6111,11.8781,8.3773,0,0,0,0,2,12,52,111,141,140,178,307,404,229,54,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,85,264,397,227,54,3,0,0,0,0,0,0,0,0,0,2,12,52,111,140,129,93,43,7,2,0,0,0,0,0,0,0,2.94753,0.28529,3.59992,2.11155,8664,95.3243,34.03785436,0,0,0,0,0.4532,0.4376,0.4805,1110,367,111,31,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714,236,64,21,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396,131,47,10,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5625.5811,759.4489
3515,923,0,10,1634,1049,585,2.77E-26,14.9065,21.1505,6.244,17.7666,1.4286,0.0266,-1.0497,1,177,49,3,234,168,128,45,9,1,0,0,0,0,0,0,0,0,0,0,0,0,10.8629,12.1907,8.4821,0,0,0,0,0,9,36,74,136,230,81,109,681,260,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,90,678,260,18,0,0,0,0,0,0,0,0,0,0,0,9,36,74,136,230,78,19,3,0,0,0,0,0,0,0,0,2.93373,0.25012,3.5978,2.12084,8875,95.6943,34.48528451,165,59,0,2,7.8201,9.8684,4.147,151,89,57,43,50,90,80,96,100,127,115,159,401,74,2,0,0,0,0,0,0,0,23,27,14,15,15,24,27,48,57,63,100,159,401,74,2,0,0,0,0,0,0,0,128,62,43,28,35,66,53,48,43,64,15,0,0,0,0,0,0,0,0,0,0,0,-5732.999,655.941
3516,923,0,10,1635,1039,596,2.77E-26,14.8714,20.47,5.5985,17.789,0.94,-0.0834,-0.0773,0,12,52,2,58,230,184,94,20,5,4,1,0,0,0,0,0,0,0,0,0,0,10.6495,11.9423,8.396,0,0,0,0,2,8,61,101,151,142,142,310,418,246,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,61,268,407,241,49,5,0,0,0,0,0,0,0,0,0,2,8,61,101,151,134,81,42,11,5,0,0,0,0,0,0,0,2.95304,0.28924,3.5996,2.08689,8706,95.2995,34.05383385,0,0,0,0,0.5321,0.5784,0.4513,1059,406,101,38,15,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,266,76,25,9,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,140,25,13,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5637.9445,754.9055
3517,923,0,10,1637,1033,604,2.77E-26,14.3427,20.5289,6.1862,17.8007,1.0264,-0.139,-0.0692,1,20,66,7,65,226,214,78,14,2,5,0,0,0,0,0,0,0,0,0,0,0,10.5742,11.848,8.3957,0,0,0,0,0,17,47,105,147,163,162,323,413,208,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,78,277,407,207,48,4,0,0,0,0,0,0,0,0,0,0,17,47,105,144,154,84,46,6,1,0,0,0,0,0,0,0,2.94713,0.28606,3.59991,2.11886,8655,95.3597,34.06336912,0,0,0,0,0.5522,0.5402,0.5728,1046,397,125,40,17,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654,261,82,20,10,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,136,43,20,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5637.7995,762.8705
3518,923,0,10,1637,1039,598,2.77E-26,14.8845,20.7,5.8155,17.778,0.9797,-0.0496,-0.0855,1,15,67,8,49,215,208,102,18,2,4,0,0,0,0,0,0,0,0,0,0,0,10.6121,11.8739,8.4197,0,0,0,0,2,16,51,103,151,136,175,297,416,244,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,93,240,405,242,46,0,0,0,0,0,0,0,0,0,0,2,16,51,103,151,123,82,57,11,2,0,0,0,0,0,0,0,2.94427,0.28543,3.59986,2.04768,8686,95.329,34.02846395,0,0,0,1,0.573,0.5553,0.6037,1030,409,110,55,23,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,249,61,35,16,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,160,49,20,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5638.671,761.999
3519,923,0,10,1644,1034,610,2.78E-26,12.7249,22.692,9.9671,17.8671,1.9926,-0.3145,-0.4997,7,171,49,2,246,175,128,49,10,2,0,0,0,0,0,0,0,0,0,0,0,0,10.7871,12.1576,8.4639,0,0,0,0,0,5,32,99,137,242,86,128,637,254,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,116,629,254,24,0,0,0,0,0,0,0,0,0,0,0,5,32,99,137,241,76,12,8,0,0,0,0,0,0,0,0,2.93283,0.25741,3.59959,2.16543,8867,95.6388,34.44631961,124,31,0,0,7.3577,9.2834,4.0934,178,102,80,61,63,55,69,113,106,147,103,162,330,74,1,0,0,0,0,0,0,0,43,27,31,23,22,24,34,48,51,73,91,162,330,74,1,0,0,0,0,0,0,0,135,75,49,38,41,31,35,65,55,74,12,0,0,0,0,0,0,0,0,0,0,0,-5747.7733,680.2667
3520,923,0,10,1648,1032,616,2.79E-26,13.576,22.9492,9.3731,18.0348,2.36,0.013,-1.2525,0,197,65,6,258,153,147,56,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10.8762,12.2345,8.6006,0,0,0,0,0,3,38,67,147,228,114,108,637,272,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,84,635,272,34,0,0,0,0,0,0,0,0,0,0,0,3,38,67,147,228,107,24,2,0,0,0,0,0,0,0,0,2.93722,0.254,3.59995,2.19706,8962,95.5398,34.48856935,156,47,0,0,7.6214,9.438,4.5779,144,82,67,69,50,78,86,125,102,157,120,158,343,65,2,0,0,0,0,0,0,0,33,23,29,18,16,29,30,60,55,80,92,157,343,65,2,0,0,0,0,0,0,0,111,59,38,51,34,49,56,65,47,77,28,1,0,0,0,0,0,0,0,0,0,0,-5772.0121,671.6679
3521,923,0,10,1656,1056,600,2.80E-26,15.4089,21.2846,5.8757,17.865,0.9503,0.1563,-0.041,0,13,46,8,65,224,202,89,15,5,0,0,0,0,0,0,0,0,0,0,0,0,10.5737,11.8712,8.29,0,0,0,0,0,15,60,125,147,129,155,330,405,242,43,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,82,284,390,242,43,5,0,0,0,0,0,0,0,0,0,0,15,60,125,146,120,73,46,15,0,0,0,0,0,0,0,0,2.9463,0.28771,3.59977,2.1725,8755,95.3912,34.03710567,0,0,0,0,0.5072,0.4915,0.535,1114,357,115,45,14,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,706,245,63,28,9,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,112,52,17,5,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5693.0842,781.8758
3522,923,0,10,1658,1034,624,2.81E-26,13.8996,23.962,10.0624,18.1915,2.711,0.1233,-1.3408,0,265,52,2,307,170,91,51,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8335,12.1915,8.5833,0,0,0,0,0,5,32,49,162,272,103,102,651,256,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,94,650,256,24,2,0,0,0,0,0,0,0,0,0,0,5,32,49,162,270,97,8,1,0,0,0,0,0,0,0,0,2.93308,0.25161,3.59949,2.18462,8981,95.7062,34.46804725,145,51,0,6,8.0398,9.8714,5.0048,118,74,55,45,57,77,86,90,139,176,132,170,345,90,4,0,0,0,0,0,0,0,24,18,20,11,13,18,35,40,68,76,102,170,345,90,4,0,0,0,0,0,0,0,94,56,35,34,44,59,51,50,71,100,30,0,0,0,0,0,0,0,0,0,0,0,-5809.8211,672.9589
3523,923,0,10,1660,1067,593,2.81E-26,15.347,20.5877,5.2407,17.7963,0.9465,0.247,-0.272,0,115,62,3,171,181,164,65,9,2,0,1,0,0,0,0,0,0,0,0,0,0,10.8349,12.1518,8.4654,0,0,0,0,2,3,43,86,145,208,80,135,694,240,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,105,687,240,23,0,1,0,0,0,0,0,0,0,0,2,3,43,86,145,207,70,30,7,0,0,0,0,0,0,0,0,2.93271,0.25675,3.59969,2.17832,8993,95.7162,34.46125734,162,61,0,4,7.1313,9.2502,3.3187,213,109,69,69,67,63,80,88,118,114,110,147,352,60,1,0,0,0,0,0,0,0,42,23,26,28,27,27,38,46,70,77,103,147,352,60,1,0,0,0,0,0,0,0,171,86,43,41,40,36,42,42,48,37,7,0,0,0,0,0,0,0,0,0,0,0,-5804.3617,686.2383
